,identificador,fecha_prestamo,estado_prestamo,riesgo_prestamo,clasificacion_estado_prestamo,duracion_prestamo_meses,grado,sub_grado,grado_codificado,sub_grado_codificado,estado_verificacion,estado_verificacion_imputado,estado_verificacion_binario,estado_direccion,regiones_direccion,prestamo_aceptado_EUR,interes_prestamo,pago_mensual_EUR,pago_efectuado_EUR,interes_prestamo_imputado,duracion_prestamo_meses_imputado,pago_mensual_imputado_EUR,pago_efectuado_imputado_EUR,prestamo_aceptado_USD,pago_mensual_USD,pago_efectuado_USD,pago_mensual_imputado_USD,pago_efectuado_imputado_USD,prestamo_aceptado_USD_imputado,pago_mensual_USD_imputado,pago_efectuado_USD_imputado,pago_mensual_imputado_USD_imputado,pago_efectuado_imputado_USD_imputado
4055,51918072,6,Current,Bajo,Positivo,60,E,E1,4,20,Source Verified,Source Verified,Positivo,CA,west,21000,18.25,536.13,3270.01,18.25,60,536.1220784,3270.01,23568.23051,601.6969249,3669.921402,601.6880345,3669.921402,23568.23051,601.6969249,3669.921402,601.6880345,3669.921402
4056,51918100,6,Current,Bajo,Positivo,60,D,D5,3,19,Source Verified,Source Verified,Positivo,VA,south,16300,17.86,412.68,2540.77,17.86,60,412.6724659,2540.77,18293.43606,463.1493984,2851.497763,463.140943,2851.497763,18293.43606,463.1493984,2851.497763,463.140943,2851.497763
4057,51918132,6,Current,Bajo,Positivo,60,C,C3,2,12,Source Verified,Source Verified,Positivo,NV,west,13000,13.33,298,2076.37,13.33,60,297.9906773,2076.37,14589.85698,334.4444139,2330.30318,334.4339511,2330.30318,14589.85698,334.4444139,2330.30318,334.4339511,2330.30318
4058,51918431,7,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,WA,west,10000,11.53152179,329.91,1973.05,11.53152179,36,329.91,1973.05,10939.24403,360.8965999,2158.367544,360.8965999,2158.367544,10939.24403,360.8965999,2158.367544,360.8965999,2158.367544
4059,51918648,7,Current,Bajo,Positivo,36,C,C4,2,13,No especificado,Not Verified,Negativo,MD,south,7500,13.99,256.3,1526.14,13.99,36,256.2957979,1526.14,8204.433024,280.3728245,1669.481789,280.3682277,1669.481789,8204.433024,280.3728245,1669.481789,280.3682277,1669.481789
4060,51926122,0,Current,Bajo,Positivo,36,E,E2,4,21,Source Verified,Source Verified,Positivo,FL,south,12800,18.55,466.29,3237.65,18.55,36,466.2899264,3237.65,,,,,,15486.2442,564.1469382,3917.112386,564.1468492,3917.112386
4061,51927819,6,No especificado,No especificado,Negativo,60,C,C2,2,11,Verified,Verified,Positivo,PA,east,30000,12.69059605,677.85,4723.8,12.69059605,60,677.85,4723.8,33668.90073,760.748812,5301.505109,760.748812,5301.505109,33668.90073,760.748812,5301.505109,760.748812,5301.505109
4062,51927887,6,Current,Bajo,Positivo,36,C,C1,2,10,Source Verified,Source Verified,Positivo,IL,midwest,15000,12.29071759,500.3,2991.56,12.29071759,36,500.3,2991.56,16834.45036,561.4850345,3357.417889,561.4850345,3357.417889,16834.45036,561.4850345,3357.417889,561.4850345,3357.417889
4063,51928150,6,Current,Bajo,Positivo,,C,C2,2,11,Source Verified,Source Verified,Positivo,LA,south,6000,,201.27,1404.66,28.99,60,190.4146941,1404.66,6733.780146,225.884655,1576.44527,213.7017811,1576.44527,6733.780146,225.884655,1576.44527,213.7017811,1576.44527
4064,51928336,6,Current,Bajo,Positivo,36,C,C1,2,10,Source Verified,Source Verified,Positivo,IL,midwest,24000,12.29071759,800.48,5570.59,12.29071759,36,800.48,5570.59,26935.12058,898.3760552,6251.854724,898.3760552,6251.854724,26935.12058,898.3760552,6251.854724,898.3760552,6251.854724
4065,51928413,6,Current,Bajo,Positivo,36,D,D5,3,19,Not Verified,Not Verified,Negativo,OR,west,30000,17.86,1082.47,7517.76,17.86,36,1082.466103,7517.76,33668.90073,1214.852499,8437.157171,1214.848126,8437.157171,33668.90073,1214.852499,8437.157171,1214.848126,8437.157171
4066,51928963,6,Current,Bajo,Positivo,60,B,B5,1,9,Verified,Verified,Positivo,TX,south,35000,11.53008589,770.27,4599.2,11.53008589,60,770.27,4599.2,39280.38418,864.4714721,5161.666941,864.4714721,5161.666941,39280.38418,864.4714721,5161.666941,864.4714721,5161.666941
4067,51929082,6,Current,Bajo,Positivo,36,C,C2,2,11,Not Verified,Not Verified,Negativo,VA,south,10000,12.6903525,335.45,2341.1,12.6903525,36,335.45,2341.1,11222.96691,376.474425,2627.408783,376.474425,2627.408783,11222.96691,376.474425,2627.408783,376.474425,2627.408783
4068,51929234,6,Current,Bajo,Positivo,36,A,A5,0,4,Source Verified,Source Verified,Positivo,MD,south,28000,7.890150138,876,6119.73,7.890150138,36,876,6119.73,31424.30735,983.1319013,6868.152728,983.1319013,6868.152728,31424.30735,983.1319013,6868.152728,983.1319013,6868.152728
4069,51936115,6,Current,Bajo,Positivo,36,C,C2,2,11,Verified,Verified,Positivo,SC,south,10600,12.69094161,355.58,2474.11,12.69094161,36,355.58,2474.11,11896.34492,399.0662574,2776.685466,399.0662574,2776.685466,11896.34492,399.0662574,2776.685466,399.0662574,2776.685466
4070,51936595,6,Fully Paid,Bajo,Positivo,36,E,E4,4,23,Verified,Verified,Positivo,IN,midwest,4950,19.99,183.94,5291.74,19.99,36,183.934517,5291.74,5555.36862,206.4352533,5938.902291,206.4290998,5938.902291,5555.36862,206.4352533,5938.902291,206.4290998,5938.902291
4071,51936680,6,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,WI,midwest,20000,11.53047075,659.81,3963.44,11.53047075,36,659.81,3963.44,22445.93382,740.5025796,4448.155597,740.5025796,4448.155597,22445.93382,740.5025796,4448.155597,740.5025796,4448.155597
4072,51937519,6,Current,Bajo,Positivo,,A,A1,0,0,Verified,Verified,Positivo,GA,south,25200,,758.9,5297.4,28.99,60,799.7417152,5297.4,28281.87661,851.7109588,5945.254491,897.5474805,5945.254491,28281.87661,851.7109588,5945.254491,897.5474805,5945.254491
4073,51938184,6,Current,Bajo,Positivo,60,C,C3,2,12,Source Verified,Source Verified,Positivo,TX,south,14000,13.33,320.9130371,2240.94,13.33,60,320.9130371,2240.94,15712.15367,360.1596396,2514.999547,360.1596396,2514.999547,15712.15367,360.1596396,2514.999547,360.1596396,2514.999547
4074,51946142,6,Current,Bajo,Positivo,60,B,B4,1,8,Source Verified,Source Verified,Positivo,NY,east,21175,10.99092681,460.3,4187.07,10.99092681,60,460.3,4187.07,23764.63243,516.5931668,4699.134806,516.5931668,4699.134806,23764.63243,516.5931668,4699.134806,516.5931668,4699.134806
4075,51946291,6,Current,Bajo,Positivo,36,E,E2,4,21,Source Verified,Source Verified,Positivo,MO,midwest,17000,18.55101476,619.3,4317.58,18.55101476,36,619.3,4317.58,19079.04375,695.0383407,4845.605747,695.0383407,4845.605747,19079.04375,695.0383407,4845.605747,695.0383407,4845.605747
4076,51946454,6,Current,Bajo,Positivo,36,C,C1,2,10,Verified,Verified,Positivo,CA,west,5000,12.29210996,166.77,1160.56,12.29210996,36,166.77,1160.56,5611.483455,187.1654191,1302.492648,187.1654191,1302.492648,5611.483455,187.1654191,1302.492648,187.1654191,1302.492648
4077,51947203,6,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,NY,east,10900,13.99,253.57,1758.05,13.99,60,253.5674281,1758.05,12233.03393,284.5807719,1973.053698,284.5778855,1973.053698,12233.03393,284.5807719,1973.053698,284.5778855,1973.053698
4078,51947209,7,Current,Bajo,Positivo,36,E,E1,4,20,Verified,Verified,Positivo,MD,south,31850,18.25,1155.46,6900.47,18.25,36,1155.452116,6900.47,34841.49224,1263.985891,7548.592526,1263.977266,7548.592526,34841.49224,1263.985891,7548.592526,1263.977266,7548.592526
4079,51948692,6,Current,Bajo,Positivo,36,A,A1,0,0,Verified,Verified,Positivo,NC,south,10000,5.320485705,301.15,1803.94,5.320485705,36,301.15,1803.94,11222.96691,337.9796485,2024.555893,337.9796485,2024.555893,11222.96691,337.9796485,2024.555893,337.9796485,2024.555893
4080,51956160,6,Current,Bajo,Positivo,36,B,B5,1,9,Verified,Verified,Positivo,WI,midwest,15000,11.5308211,494.86,3483.23,11.5308211,36,494.86,3483.23,16834.45036,555.3797405,3909.217503,555.3797405,3909.217503,16834.45036,555.3797405,3909.217503,555.3797405,3909.217503
4081,51956521,6,No especificado,No especificado,Negativo,36,C,C2,2,11,Not Verified,Not Verified,Negativo,FL,south,14400,12.6906416,483.05,3375.8,12.6906416,36,483.05,3375.8,16161.07235,542.1254166,3788.649169,542.1254166,3788.649169,16161.07235,542.1254166,3788.649169,542.1254166,3788.649169
4082,51958312,6,Current,Bajo,Positivo,60,B,B5,1,9,Source Verified,Source Verified,Positivo,WV,south,22000,11.53011175,484.17,2890.93,11.53011175,60,484.17,2890.93,24690.5272,543.3823889,3244.481173,543.3823889,3244.481173,24690.5272,543.3823889,3244.481173,543.3823889,3244.481173
4083,51958481,6,Late (31-120 days),Alto,Negativo,60,D,D5,3,19,Source Verified,Source Verified,Positivo,GA,south,20000,17.86,506.35,2005.56,17.86,60,506.346584,2005.56,22445.93382,568.2749295,2250.833351,568.2710957,2250.833351,22445.93382,568.2749295,2250.833351,568.2710957,2250.833351
4084,51958822,0,Current,Bajo,Positivo,36,C,C3,2,12,Not Verified,Not Verified,Negativo,MD,south,7800,13.33,264.06,1850.29,13.33,36,264.0543378,1850.29,,,,,,9436.93006,319.4763784,2238.597092,319.469528,2238.597092
4085,51966159,6,Current,Bajo,Positivo,60,A,A4,0,3,Source Verified,Source Verified,Positivo,NC,south,18000,7.26073431,358.64,2184.51,7.26073431,60,358.64,2184.51,20201.34044,402.5004852,2451.668344,402.5004852,2451.668344,20201.34044,402.5004852,2451.668344,402.5004852,2451.668344
4086,51966821,6,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,CA,west,15000,13.99,348.95,2419.33,13.99,60,348.946002,2419.33,16834.45036,391.6254303,2715.206053,391.6209434,2715.206053,16834.45036,391.6254303,2715.206053,391.6209434,2715.206053
4087,51967181,6,Current,Bajo,Positivo,36,D,D1,3,15,Verified,Verified,Positivo,TX,south,7050,15.61,246.51,1489.09,15.61,36,246.5017891,1489.09,7912.191671,276.6573573,1671.20078,276.6481422,1671.20078,7912.191671,276.6573573,1671.20078,276.6481422,1671.20078
4088,51967320,6,Current,Bajo,Positivo,36,B,B4,1,8,Not Verified,Not Verified,Negativo,NC,south,9800,,,2233.63,28.99,36,410.6227052,2233.63,10998.50757,,2506.795558,460.8405032,2506.795558,10998.50757,,2506.795558,460.8405032,2506.795558
4089,51967430,6,No especificado,No especificado,Negativo,60,D,D4,3,18,Verified,Verified,Positivo,TX,south,35000,17.57,880.61,3488.28,17.57,60,880.6031136,3488.28,39280.38418,988.305689,3914.885101,988.2979604,3914.885101,39280.38418,988.305689,3914.885101,988.2979604,3914.885101
4090,51967667,6,Current,Bajo,Positivo,60,C,C3,2,12,Source Verified,Source Verified,Positivo,SC,south,20000,13.33,458.45,3194.34,13.33,60,458.4471959,3194.34,22445.93382,514.516918,3584.997212,514.5137709,3584.997212,22445.93382,514.516918,3584.997212,514.5137709,3584.997212
4091,51967923,6,Current,Bajo,Positivo,36,B,B2,1,6,Not Verified,Not Verified,Negativo,MA,east,5000,9.172334439,159.4,1113.25,9.172334439,36,159.4,1113.25,5611.483455,178.8940925,1249.396791,178.8940925,1249.396791,5611.483455,178.8940925,1249.396791,178.8940925,1249.396791
4092,51968016,7,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,WA,west,16000,7.891312531,500.58,2996.47,7.891312531,36,500.58,2996.47,17502.79045,547.5966777,3277.911656,547.5966777,3277.911656,17502.79045,547.5966777,3277.911656,547.5966777,3277.911656
4093,51968030,6,Current,Bajo,Positivo,36,C,C4,2,13,Not Verified,Not Verified,Negativo,MO,midwest,9600,13.99,328.06,2288.96,13.99,36,328.0586213,2288.96,10774.04823,368.1806524,2568.892234,368.1791051,2568.892234,10774.04823,368.1806524,2568.892234,368.1791051,2568.892234
4094,51968912,7,Current,Bajo,Positivo,36,A,A3,0,2,Not Verified,Not Verified,Negativo,NC,south,12000,6.89147121,369.93,2214.99,6.89147121,36,369.93,2214.99,13127.09284,404.6754545,2423.031614,404.6754545,2423.031614,13127.09284,404.6754545,2423.031614,404.6754545,2423.031614
4095,51976114,6,Current,Bajo,Positivo,60,C,C2,2,11,Verified,Verified,Positivo,ENE,RNE,16000,12.69059605,361.52,2508.08,12.69059605,60,361.52,2508.08,17956.74706,405.7326997,2814.809885,405.7326997,2814.809885,17956.74706,405.7326997,2814.809885,405.7326997,2814.809885
4096,51976257,6,Current,Bajo,Positivo,60,C,C3,2,12,Source Verified,Source Verified,Positivo,CA,west,10800,13.33,247.5614858,1724.99,13.33,60,247.5614858,1724.99,12120.80426,277.8374363,1935.950569,277.8374363,1935.950569,12120.80426,277.8374363,1935.950569,277.8374363,1935.950569
4097,51976897,7,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,PA,east,7000,9.172334439,223.16,1335.39,9.172334439,36,223.16,1335.39,7657.470822,244.1201698,1460.815709,244.1201698,1460.815709,7657.470822,244.1201698,1460.815709,244.1201698,1460.815709
4098,51977945,7,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,NJ,east,14400,8.181448925,452.45,2708.16,8.181448925,36,452.45,2708.16,15752.51141,494.9460962,2962.522312,494.9460962,2962.522312,15752.51141,494.9460962,2962.522312,494.9460962,2962.522312
4099,51978390,6,Current,Bajo,Positivo,36,A,A5,0,4,Source Verified,Source Verified,Positivo,MA,east,10000,7.890770083,312.86,2185.64,7.890770083,36,312.86,2185.64,11222.96691,351.1217427,2452.93654,351.1217427,2452.93654,11222.96691,351.1217427,2452.93654,351.1217427,2452.93654
4100,51978437,6,Current,Bajo,Positivo,36,B,B2,1,6,No especificado,Not Verified,Negativo,CA,west,35000,9.170495524,1115.77,9792.56,9.170495524,36,1115.77,9792.56,39280.38418,1252.224979,10990.15768,1252.224979,10990.15768,39280.38418,1252.224979,10990.15768,1252.224979,10990.15768
4101,51979781,6,Current,Bajo,Positivo,60,C,C5,2,14,Not Verified,Not Verified,Negativo,NC,south,12000,14.65,283.28,1987.84,14.65,60,283.2792734,1987.84,13467.56029,317.9242066,2230.946254,317.9233912,2230.946254,13467.56029,317.9242066,2230.946254,317.9233912,2230.946254
4102,51980005,6,Current,Bajo,Positivo,60,D,D5,3,19,Source Verified,Source Verified,Positivo,NY,east,18900,17.86,478.5,3311.99,17.86,60,478.4975218,3311.99,21211.40746,537.0189666,3717.035417,537.0161854,3717.035417,21211.40746,537.0189666,3717.035417,537.0161854,3717.035417
4103,51980192,6,Current,Bajo,Positivo,36,C,C1,2,10,Not Verified,Not Verified,Negativo,MI,midwest,10000,12.29002139,333.53,2327.88,12.29002139,36,333.53,2327.88,11222.96691,374.3196153,2612.572021,374.3196153,2612.572021,11222.96691,374.3196153,2612.572021,374.3196153,2612.572021
4104,51986766,7,Current,Bajo,Positivo,60,B,B4,1,8,Verified,Verified,Positivo,TN,south,35000,10.99055745,760.82,4543.55,10.99055745,60,760.82,4543.55,38287.35411,832.2795644,4970.300222,832.2795644,4970.300222,38287.35411,832.2795644,4970.300222,832.2795644,4970.300222
4105,51987005,6,Current,Bajo,Positivo,36,A,A2,0,1,Not Verified,Not Verified,Negativo,NY,east,8000,6.24099008,244.25,1706.98,6.24099008,36,244.25,1706.98,8978.373528,274.1209668,1915.738006,274.1209668,1915.738006,8978.373528,274.1209668,1915.738006,274.1209668,1915.738006
4106,51987170,7,Current,Bajo,Positivo,36,B,B2,1,6,Verified,Verified,Positivo,MT,west,7200,9.170546605,229.53,1369.84,9.170546605,36,229.53,1369.84,7876.255703,251.0884683,1498.501404,251.0884683,1498.501404,7876.255703,251.0884683,1498.501404,251.0884683,1498.501404
4107,51987878,6,Current,Bajo,Positivo,60,B,B5,1,9,Source Verified,Source Verified,Positivo,NJ,east,28000,,,3679.38,28.99,60,888.6019057,3679.38,31424.30735,,4129.355999,997.2749784,4129.355999,31424.30735,,4129.355999,997.2749784,4129.355999
4108,51996249,6,Current,Bajo,Positivo,36,A,A3,0,2,Verified,Verified,Positivo,TX,south,15000,6.891106328,462.41,,6.891106328,36,462.41,3003.726846,16834.45036,518.9612129,,518.9612129,3371.0727,16834.45036,518.9612129,,518.9612129,3371.0727
4109,51996464,6,Current,Bajo,Positivo,36,C,C3,2,12,Verified,Verified,Positivo,DC,south,35000,13.33,1184.86,7083.24,13.33,36,1184.859208,7083.24,39280.38418,1329.764457,7949.496813,1329.763568,7949.496813,39280.38418,1329.764457,7949.496813,1329.763568,7949.496813
4110,51997146,6,Current,Bajo,Positivo,36,A,A1,0,0,Not Verified,Not Verified,Negativo,CA,west,9600,5.321873658,289.11,2020.93,5.321873658,36,289.11,2020.93,10774.04823,324.4671963,2268.083052,324.4671963,2268.083052,10774.04823,324.4671963,2268.083052,324.4671963,2268.083052
4111,51997649,6,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,CA,west,6000,9.172334439,191.28,1341.57,9.172334439,36,191.28,1341.57,6733.780146,214.672911,1505.639572,214.672911,1505.639572,6733.780146,214.672911,1505.639572,214.672911,1505.639572
4112,51997728,6,No especificado,No especificado,Negativo,36,A,A3,0,2,Not Verified,Not Verified,Negativo,MN,midwest,10000,6.890376561,308.27,2460.23,6.890376561,36,308.27,2460.23,11222.96691,345.9704009,2761.107988,345.9704009,2761.107988,11222.96691,345.9704009,2761.107988,345.9704009,2761.107988
4113,51997942,6,Current,Bajo,Positivo,60,C,C4,2,13,Not Verified,Not Verified,Negativo,CA,west,28850,13.99,671.14,4675.56,13.99,60,671.1394772,4675.56,32378.25953,753.2182012,5247.365516,753.2176145,5247.365516,32378.25953,753.2182012,5247.365516,753.2176145,5247.365516
4114,51997997,6,Current,Bajo,Positivo,36,C,C2,2,11,Verified,Verified,Positivo,MA,east,23000,12.690805,771.54,4649.77,12.690805,36,771.54,4649.77,25812.82389,865.8967889,5218.421485,865.8967889,5218.421485,25812.82389,865.8967889,5218.421485,865.8967889,5218.421485
4115,52006657,6,Current,Bajo,Positivo,36,D,D2,3,16,Source Verified,Source Verified,Positivo,CA,west,6000,16.55,212.58,1482.54,16.55,36,212.5750337,1482.54,6733.780146,238.5778306,1663.849736,238.5722569,1663.849736,6733.780146,238.5778306,1663.849736,238.5722569,1663.849736
4116,52006725,6,Current,Bajo,Positivo,36,B,B3,1,7,Source Verified,Source Verified,Positivo,IL,midwest,15000,9.990371094,483.94,3370.93,9.990371094,36,483.94,3370.93,16834.45036,543.1242606,3783.183584,543.1242606,3783.183584,16834.45036,543.1242606,3783.183584,543.1242606,3783.183584
4117,52007074,6,Current,Bajo,Positivo,36,A,A4,0,3,No especificado,Not Verified,Negativo,CA,west,8250,7.260549492,255.72,1786.71,7.260549492,36,255.72,1786.71,9258.9477,286.9937098,2005.218721,286.9937098,2005.218721,9258.9477,286.9937098,2005.218721,286.9937098,2005.218721
4118,52007651,6,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,CA,west,4000,,,876.12,28.99,36,167.6011042,876.12,4489.186764,,983.2665769,188.0981646,983.2665769,4489.186764,,983.2665769,188.0981646,983.2665769
4119,52007682,6,Current,Bajo,Positivo,,B,B3,1,7,Not Verified,Not Verified,Negativo,NC,south,15000,,483.94,3370.93,28.99,60,476.0367352,3370.93,16834.45036,543.1242606,3783.183584,534.2544527,3783.183584,16834.45036,543.1242606,3783.183584,534.2544527,3783.183584
4120,52007798,6,Fully Paid,Bajo,Positivo,36,A,A1,0,0,Verified,Verified,Positivo,NY,east,10000,5.320485705,301.15,10153.89,5.320485705,36,301.15,10153.89,11222.96691,337.9796485,11395.67715,337.9796485,11395.67715,11222.96691,337.9796485,11395.67715,337.9796485,11395.67715
4121,52016504,6,Late (31-120 days),Alto,Negativo,60,G,G2,6,31,Verified,Verified,Positivo,CA,west,35000,27.31,1075.24,5323.1,27.31,60,1075.230848,5323.1,39280.38418,1206.738294,5974.097516,1206.728022,5974.097516,39280.38418,1206.738294,5974.097516,1206.728022,5974.097516
4122,52016706,6,Current,Bajo,Positivo,60,D,D1,3,15,Verified,Verified,Positivo,OH,midwest,25000,15.61,602.79,3757.66,15.61,60,602.7831035,3757.66,28057.41727,676.5092223,4217.209384,676.5014824,4217.209384,28057.41727,676.5092223,4217.209384,676.5014824,4217.209384
4123,52016709,6,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,TX,south,20000,13.99,465.27,,13.99,60,465.261336,2867.220903,22445.93382,522.1709814,,522.1612579,3217.872531,22445.93382,522.1709814,,522.1612579,3217.872531
4124,52016851,6,Current,Bajo,Positivo,60,C,C5,2,14,Verified,Verified,Positivo,FL,south,21000,14.65,495.74,3453.09,14.65,60,495.7387285,3453.09,23568.23051,556.3673616,3875.391481,556.3659345,3875.391481,23568.23051,556.3673616,3875.391481,556.3659345,3875.391481
4125,52018035,6,Current,Bajo,Positivo,36,C,C2,2,11,Not Verified,Not Verified,Negativo,VA,south,5600,12.6933261,187.86,1311.07,12.6933261,36,187.86,1311.07,6284.861469,210.8346564,1471.409523,210.8346564,1471.409523,6284.861469,210.8346564,1471.409523,210.8346564,1471.409523
4126,52018450,6,Current,Bajo,Positivo,36,D,D1,3,15,Not Verified,Not Verified,Negativo,CA,west,10000,15.61,349.65,2438.88,15.61,36,349.6479278,2438.88,11222.96691,392.411038,2737.146954,392.4087123,2737.146954,11222.96691,392.411038,2737.146954,392.4087123,2737.146954
4127,52018617,6,In Grace Period,Intermedio,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,CA,west,10000,11.53152179,329.91,1973.05,11.53152179,36,329.91,1973.05,11222.96691,370.2569013,2214.347486,370.2569013,2214.347486,11222.96691,370.2569013,2214.347486,370.2569013,2214.347486
4128,52026754,6,Current,Bajo,Positivo,36,D,D2,3,16,Source Verified,Source Verified,Positivo,MA,east,6025,16.55,213.47,1483.21,16.55,36,213.460763,1483.21,6761.837563,239.5766746,1664.601675,239.566308,1664.601675,6761.837563,239.5766746,1664.601675,239.566308,1664.601675
4129,52026847,6,Current,Bajo,Positivo,36,C,C3,2,12,Verified,Verified,Positivo,ENE,RNE,35000,13.33,1184.86,7121.23,13.33,36,1184.859208,7121.23,39280.38418,1329.764457,7992.132864,1329.763568,7992.132864,39280.38418,1329.764457,7992.132864,1329.763568,7992.132864
4130,52026898,6,Current,Bajo,Positivo,36,B,B2,1,6,Verified,Verified,Positivo,SC,south,35000,9.170495524,1115.77,7774.73,9.170495524,36,1115.77,7774.73,39280.38418,1252.224979,8725.553752,1252.224979,8725.553752,39280.38418,1252.224979,8725.553752,1252.224979,8725.553752
4131,52027250,6,No especificado,No especificado,Negativo,60,C,C3,2,12,Source Verified,Source Verified,Positivo,NM,west,14000,13.33,320.92,2173.86,13.33,60,320.9130371,2173.86,15712.15367,360.1674541,2439.715885,360.1596396,2439.715885,15712.15367,360.1674541,2439.715885,360.1596396,2439.715885
4132,52028848,6,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,TN,south,5550,8.180758391,174.38,1043.76,8.180758391,36,174.38,1043.76,6228.746635,195.706097,1171.408394,195.706097,1171.408394,6228.746635,195.706097,1171.408394,195.706097,1171.408394
4133,52036288,6,Current,Bajo,Positivo,36,A,A4,0,3,Source Verified,Source Verified,Positivo,FL,south,7500,7.262665393,232.48,1628.87,7.262665393,36,232.48,1628.87,8417.225182,260.9115347,1828.075411,260.9115347,1828.075411,8417.225182,260.9115347,1828.075411,260.9115347,1828.075411
4134,52036529,6,No especificado,No especificado,Negativo,36,D,D1,3,15,Verified,Verified,Positivo,NJ,east,24000,15.61,839.16,25664.66,15.61,36,839.1550267,25664.66,26935.12058,941.7864912,28803.36299,941.7809096,28803.36299,26935.12058,941.7864912,28803.36299,941.7809096,28803.36299
4135,52036730,6,Fully Paid,Bajo,Positivo,36,C,C3,2,12,Source Verified,Source Verified,Positivo,TN,south,10000,13.33,338.54,10030.73,13.33,36,338.5312023,10030.73,11222.96691,379.9423218,11257.45509,379.9324481,11257.45509,11222.96691,379.9423218,11257.45509,379.9324481,11257.45509
4136,52036954,6,Fully Paid,Bajo,Positivo,36,B,B1,1,5,Not Verified,Not Verified,Negativo,OR,west,15000,8.18114834,471.3,,8.18114834,36,471.3,4387.4266,16834.45036,528.9384304,,528.9384304,4923.994355,16834.45036,528.9384304,,528.9384304,4923.994355
4137,52037314,6,No especificado,No especificado,Negativo,60,A,A5,0,4,Source Verified,Source Verified,Positivo,PA,east,25000,7.890437455,505.6,3517.28,7.890437455,60,505.6,3517.28,28057.41727,567.4332069,3947.431705,567.4332069,3947.431705,28057.41727,567.4332069,3947.431705,567.4332069,3947.431705
4138,52038713,7,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,CA,west,10000,9.170189035,318.79,1902.55,9.170189035,36,318.79,1902.55,10939.24403,348.7321605,2081.245873,348.7321605,2081.245873,10939.24403,348.7321605,2081.245873,348.7321605,2081.245873
4139,52038866,6,Current,Bajo,Positivo,36,A,A1,0,0,Source Verified,Source Verified,Positivo,TX,south,25000,5.320041556,752.87,5255.31,5.320041556,36,752.87,5255.31,28057.41727,844.9435097,5898.017023,844.9435097,5898.017023,28057.41727,844.9435097,5898.017023,844.9435097,5898.017023
4140,52046182,0,Current,Bajo,Positivo,60,C,C2,2,11,Source Verified,Source Verified,Positivo,MI,midwest,15000,12.69124979,338.93,2023,12.69124979,60,338.93,2023,,,,,,18147.94242,410.0588084,2447.552502,410.0588084,2447.552502
4141,52046445,6,Current,Bajo,Positivo,,B,B2,1,6,Verified,Verified,Positivo,CA,west,20000,,637.58,4452.87,28.99,60,634.715647,4452.87,22445.93382,715.5539242,4997.441266,712.3392703,4997.441266,22445.93382,715.5539242,4997.441266,712.3392703,4997.441266
4142,52046485,6,Fully Paid,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,MO,midwest,7000,7.890150138,219,7162.82,7.890150138,36,219,7162.82,7856.076837,245.7829753,8038.809184,245.7829753,8038.809184,7856.076837,245.7829753,8038.809184,245.7829753,8038.809184
4143,52046517,6,Fully Paid,Bajo,Positivo,60,E,E1,4,20,Source Verified,Source Verified,Positivo,NC,south,23375,18.25,596.76,24011.72,18.25,60,596.7549325,24011.72,26233.68515,669.7417733,26948.2739,669.7360861,26948.2739,26233.68515,669.7417733,26948.2739,669.7360861,26948.2739
4144,52046672,6,Current,Bajo,Positivo,36,C,C3,2,12,Source Verified,Source Verified,Positivo,NY,east,1675,13.33,56.71,395.73,13.33,36,56.70397639,395.73,1879.846957,63.64544534,444.1264695,63.63868506,444.1264695,1879.846957,63.64544534,444.1264695,63.63868506,444.1264695
4145,52046851,6,Current,Bajo,Positivo,36,B,B4,1,8,Source Verified,Source Verified,Positivo,CA,west,17325,,,3392.14,28.99,36,725.9222824,3392.14,19443.79017,,3806.987497,814.7001754,3806.987497,19443.79017,,3806.987497,814.7001754,3806.987497
4146,52047255,6,Current,Bajo,Positivo,60,E,E2,4,21,Source Verified,Source Verified,Positivo,FL,south,14400,18.55,369.9874554,2575.09,18.55,60,369.9874554,2575.09,16161.07235,415.2356969,2890.014986,415.2356969,2890.014986,16161.07235,415.2356969,2890.014986,415.2356969,2890.014986
4147,52047504,6,Current,Bajo,Positivo,36,C,C4,2,13,Not Verified,Not Verified,Negativo,WI,midwest,10000,13.99,341.73,2384.34,13.99,36,341.7277305,2384.34,11222.96691,383.5224482,2675.936892,383.5199012,2675.936892,11222.96691,383.5224482,2675.936892,383.5199012,2675.936892
